Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Genotype],Comment [Genotype Gene Identifier 1],Comment [Genotype Gene Identifier 2],Comment [Genotype Gene Symbol 1],Comment [Genotype Gene Symbol 2],Comment [Genotype Allele Identifier 1],Comment [Genotype Allele Identifier 2],Comment [Genotype Allele Symbol 1],Comment [Genotype Allele Symbol 2],Characteristics [Stock],Characteristics [Strain],Characteristics [Developmental Stage],Term Source 2 REF,Term Source 2 Accession,Comment [Developmental Stage - Substage],Assay Name,Experimental Condition [Treatment],Experimental Condition [Targeted Protein 1],Experimental Condition [Targeted Protein 2],Experimental Condition [Targeted Protein 3],Comment [Targeted Protein Gene Identifier 1],Comment [Targeted Protein Gene Identifier 2],Comment [Targeted Protein Gene Identifier 3],Comment [Targeted Protein Gene Symbol 1],Comment [Targeted Protein Gene Symbol 2],Comment [Targeted Protein Gene Symbol 3],Experimental Condition [Targeted Transcript 1],Experimental Condition [Targeted Transcript 2],Experimental Condition [Targeted Transcript 3],Experimental Condition [Targeted Transcript 4],Comment [Targeted Transcript Gene Identifier 1],Comment [Targeted Transcript Gene Identifier 2],Comment [Targeted Transcript Gene Identifier 3],Comment [Targeted Transcript Gene Identifier 4],Comment [Targered Transcript Gene Symbol 1],Comment [Targered Transcript Gene Symbol 2],Comment [Targered Transcript Gene Symbol 3],Comment [Targered Transcript Gene Symbol 4],Source Name,Image File,Comment [Image File Path],Comment [Image File Type],Channels
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",7c_32_cadmz_wglacZ488-hkb546-stg594-tll647_035_rawmp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,7,EFO,EFO_0005859,7,32_7c,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,7c_32_cadmz_wglacZ488-hkb546-stg594-tll647_035_rawmp.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/raw_mps/7c_32_cadmz_wglacZ488-hkb546-stg594-tll647_035_rawmp.tif, maximum projection of raw stack,"DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",8-1a_32_cadmz_wglacZ488-hkb546-stg594-tll647_034_rawmp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,8,EFO,EFO_0005859,08-Jan,32_8-1a,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,8-1a_32_cadmz_wglacZ488-hkb546-stg594-tll647_034_rawmp.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/raw_mps/8-1a_32_cadmz_wglacZ488-hkb546-stg594-tll647_034_rawmp.tif, maximum projection of raw stack,"DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",8-1b_32_cadmz_wglacZ488-hkb546-stg594-tll647_011_rawmp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,8,EFO,EFO_0005859,08-Jan,32_8-1b,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,8-1b_32_cadmz_wglacZ488-hkb546-stg594-tll647_011_rawmp.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/raw_mps/8-1b_32_cadmz_wglacZ488-hkb546-stg594-tll647_011_rawmp.tif, maximum projection of raw stack,"DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",4-3a_32_cadmz_wglacZ488-hkb546-stg594-tll647_012.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,4,EFO,EFO_0005859,04-Mar,32_4-3a,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,4-3a_32_cadmz_wglacZ488-hkb546-stg594-tll647_012.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/4-3a_32_cadmz_wglacZ488-hkb546-stg594-tll647_012.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",4-4a_32_cadmz_wglacZ488-hkb546-stg594-tll647_015.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,4,EFO,EFO_0005859,04-Apr,32_4-4a,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,4-4a_32_cadmz_wglacZ488-hkb546-stg594-tll647_015.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/4-4a_32_cadmz_wglacZ488-hkb546-stg594-tll647_015.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",4-4b_32_cadmz_wglacZ488-hkb546-stg594-tll647_007.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,4,EFO,EFO_0005859,04-Apr,32_4-4b,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,4-4b_32_cadmz_wglacZ488-hkb546-stg594-tll647_007.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/4-4b_32_cadmz_wglacZ488-hkb546-stg594-tll647_007.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",4-4c_32_cadmz_wglacZ488-hkb546-stg594-tll647_004.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,4,EFO,EFO_0005859,04-Apr,32_4-4c,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,4-4c_32_cadmz_wglacZ488-hkb546-stg594-tll647_004.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/4-4c_32_cadmz_wglacZ488-hkb546-stg594-tll647_004.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",4-4d_32_cadmz_wglacZ488-hkb546-stg594-tll647_027.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,4,EFO,EFO_0005859,04-Apr,32_4-4d,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,4-4d_32_cadmz_wglacZ488-hkb546-stg594-tll647_027.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/4-4d_32_cadmz_wglacZ488-hkb546-stg594-tll647_027.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-1a_32_cadmz_wglacZ488-hkb546-stg594-tll647_028.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-Jan,32_5-1a,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-1a_32_cadmz_wglacZ488-hkb546-stg594-tll647_028.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-1a_32_cadmz_wglacZ488-hkb546-stg594-tll647_028.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-1b_32_cadmz_wglacZ488-hkb546-stg594-tll647_002.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-Jan,32_5-1b,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-1b_32_cadmz_wglacZ488-hkb546-stg594-tll647_002.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-1b_32_cadmz_wglacZ488-hkb546-stg594-tll647_002.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-2a_32_cadmz_wglacZ488-hkb546-stg594-tll647_026.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-Feb,32_5-2a,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-2a_32_cadmz_wglacZ488-hkb546-stg594-tll647_026.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-2a_32_cadmz_wglacZ488-hkb546-stg594-tll647_026.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-2b_32_cadmz_wglacZ488-hkb546-stg594-tll647_020.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-Feb,32_5-2b,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-2b_32_cadmz_wglacZ488-hkb546-stg594-tll647_020.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-2b_32_cadmz_wglacZ488-hkb546-stg594-tll647_020.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-2c_32_cadmz_wglacZ488-hkb546-stg594-tll647_005.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-Feb,32_5-2c,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-2c_32_cadmz_wglacZ488-hkb546-stg594-tll647_005.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-2c_32_cadmz_wglacZ488-hkb546-stg594-tll647_005.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-2d_32_cadmz_wglacZ488-hkb546-stg594-tll647_030.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-Feb,32_5-2d,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-2d_32_cadmz_wglacZ488-hkb546-stg594-tll647_030.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-2d_32_cadmz_wglacZ488-hkb546-stg594-tll647_030.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-3a_32_cadmz_wglacZ488-hkb546-stg594-tll647_003.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-Mar,32_5-3a,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-3a_32_cadmz_wglacZ488-hkb546-stg594-tll647_003.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-3a_32_cadmz_wglacZ488-hkb546-stg594-tll647_003.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-4a_32_cadmz_wglacZ488-hkb546-stg594-tll647_033.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-Apr,32_5-4a,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-4a_32_cadmz_wglacZ488-hkb546-stg594-tll647_033.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-4a_32_cadmz_wglacZ488-hkb546-stg594-tll647_033.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-4b_32_cadmz_wglacZ488-hkb546-stg594-tll647_013.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-Apr,32_5-4b,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-4b_32_cadmz_wglacZ488-hkb546-stg594-tll647_013.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-4b_32_cadmz_wglacZ488-hkb546-stg594-tll647_013.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-5a_32_cadmz_wglacZ488-hkb546-stg594-tll647_032.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-May,32_5-5a,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-5a_32_cadmz_wglacZ488-hkb546-stg594-tll647_032.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-5a_32_cadmz_wglacZ488-hkb546-stg594-tll647_032.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-5b_32_cadmz_wglacZ488-hkb546-stg594-tll647_019.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-May,32_5-5b,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-5b_32_cadmz_wglacZ488-hkb546-stg594-tll647_019.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-5b_32_cadmz_wglacZ488-hkb546-stg594-tll647_019.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-5c_32_cadmz_wglacZ488-hkb546-stg594-tll647_017.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-May,32_5-5c,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-5c_32_cadmz_wglacZ488-hkb546-stg594-tll647_017.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-5c_32_cadmz_wglacZ488-hkb546-stg594-tll647_017.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-5d_32_cadmz_wglacZ488-hkb546-stg594-tll647_021.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-May,32_5-5d,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-5d_32_cadmz_wglacZ488-hkb546-stg594-tll647_021.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-5d_32_cadmz_wglacZ488-hkb546-stg594-tll647_021.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",5-5e_32_cadmz_wglacZ488-hkb546-stg594-tll647_016.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,5,EFO,EFO_0005859,05-May,32_5-5e,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,5-5e_32_cadmz_wglacZ488-hkb546-stg594-tll647_016.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/5-5e_32_cadmz_wglacZ488-hkb546-stg594-tll647_016.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",6a_32_cadmz_wglacZ488-hkb546-stg594-tll647_031.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,6,EFO,EFO_0005859,6,32_6a,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,6a_32_cadmz_wglacZ488-hkb546-stg594-tll647_031.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/6a_32_cadmz_wglacZ488-hkb546-stg594-tll647_031.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",6b_32_cadmz_wglacZ488-hkb546-stg594-tll647_024.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,6,EFO,EFO_0005859,6,32_6b,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,6b_32_cadmz_wglacZ488-hkb546-stg594-tll647_024.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/6b_32_cadmz_wglacZ488-hkb546-stg594-tll647_024.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",6c_32_cadmz_wglacZ488-hkb546-stg594-tll647_009.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,6,EFO,EFO_0005859,6,32_6c,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,6c_32_cadmz_wglacZ488-hkb546-stg594-tll647_009.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/6c_32_cadmz_wglacZ488-hkb546-stg594-tll647_009.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",7a_32_cadmz_wglacZ488-hkb546-stg594-tll647_029.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,7,EFO,EFO_0005859,7,32_7a,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,7a_32_cadmz_wglacZ488-hkb546-stg594-tll647_029.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/7a_32_cadmz_wglacZ488-hkb546-stg594-tll647_029.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
"32 - caudal maternal and zygotic mutant - wingless, huckebein, string and tailless HCR",7b_32_cadmz_wglacZ488-hkb546-stg594-tll647_022.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,caudal maternal and zygotic mutant,FBgn0000251,,cad[m-z-],,FBal0001530,FBal0001531,cad[2],cad[3],,,7,EFO,EFO_0005859,7,32_7b,HCR,,,,,,,,,,wingless,huckebein,string,tailless,FBgn0284084,FBgn0261434,FBgn0003525,FBgn0003720,wg,hkb,stg,tll,32,7b_32_cadmz_wglacZ488-hkb546-stg594-tll647_022.tif,32_cadmz_wglacZ488-hkb546-stg594-tll647/stacks/7b_32_cadmz_wglacZ488-hkb546-stg594-tll647_022.tif,"rotated, masked and cropped image stack","DAPI stain, wg and lacZ HCR probes (Alexa Fluor 488), hkb HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), tll HCR probe (Alexa Fluor 647)"
